date,case,day_total,events,conflict,threat_coerce,sanction,military_pair,military_geo,keyword_articles,tone_num,tone_den
20250820,india_pakistan_2025,140790,52,17,5,0,5,1043,309,-609.8723858420699,195.0
20250820,israel_iran_2025,140790,164,87,12,0,60,1118,171,-4008.882318968966,1085.0
20250820,north_korea,140790,137,68,11,0,16,57,52,-1967.303700669383,665.0
20250820,russia_ukraine_2022,140790,1397,398,69,0,210,441,520,-11107.692077604184,11787.0
20250820,south_china_sea_ph,140790,15,7,1,0,4,98,9,-105.48514401419811,57.0
20250820,taiwan_strait,140790,270,70,22,2,29,43,58,-3277.576151409155,1820.0
20250820,thailand_cambodia_2025,140790,131,66,5,0,43,108,38,-4419.278267477789,1304.0
20250820,us_china_chips_2022,140790,233,59,33,1,33,264,67,-2488.11158154004,1579.0
20250820,us_china_tariffs_2025,140790,461,121,50,1,58,7061,183,-5667.47112758281,3142.0
20250821,china_japan_2025,138439,40,3,0,0,3,470,0,-431.6193811131344,463.0
20250821,china_japan_seafood_2023,138439,40,3,0,0,3,470,18,-431.6193811131344,463.0
20250821,india_pakistan_2025,138439,30,7,2,0,5,1127,323,-180.16629002287385,70.0
20250821,israel_iran_2025,138439,116,56,9,0,28,1356,128,-1680.9180361155693,417.0
20250821,north_korea,138439,91,27,8,0,6,38,61,-708.0936906519571,375.0
20250821,russia_ukraine_2022,138439,1286,473,69,0,266,563,468,-41619.37807403001,13489.0
20250821,south_china_sea_ph,138439,27,13,1,0,3,101,16,-576.2755765795425,131.0
20250821,taiwan_strait,138439,257,64,16,0,33,26,65,-3556.3720123009257,2818.0
20250821,thailand_cambodia_2025,138439,135,75,9,0,42,133,30,-4749.701330829332,957.0
20250821,us_china_chips_2022,138439,222,44,24,1,27,304,88,-3873.530194779567,1571.0
20250821,us_china_tariffs_2025,138439,438,99,36,1,54,7317,220,-7254.576150809546,4183.0
20250822,china_japan_2025,131087,83,2,0,0,2,390,15,479.31432182695403,450.0
20250822,china_japan_seafood_2023,131087,83,2,0,0,2,390,11,479.31432182695403,450.0
20250822,india_pakistan_2025,131087,33,9,1,0,4,1105,294,-595.3264854840527,148.0
20250822,israel_iran_2025,131087,132,60,10,0,37,1144,149,-5539.234474242669,1237.0
20250822,north_korea,131087,64,34,6,0,6,57,43,-918.5779701745023,324.0
20250822,russia_ukraine_2022,131087,1094,375,60,0,177,431,390,-24783.717857973206,9031.0
20250822,south_china_sea_ph,131087,59,23,0,0,12,93,19,-2987.8165499636643,558.0
20250822,taiwan_strait,131087,267,83,23,0,34,26,67,-4265.737759026881,2326.0
20250822,thailand_cambodia_2025,131087,100,26,6,0,12,78,34,-3388.564383053609,839.0
20250822,us_china_chips_2022,131087,251,54,15,0,28,283,99,-1063.158488032657,2456.0
20250822,us_china_tariffs_2025,131087,474,127,34,0,59,7140,257,-4000.603117268263,4349.0
20250823,china_japan_2025,80386,37,2,0,0,2,244,1,-80.73618031096535,159.0
20250823,china_japan_seafood_2023,80386,37,2,0,0,2,244,8,-80.73618031096535,159.0
20250823,india_pakistan_2025,80386,21,13,9,0,1,828,236,-63.56116197855516,67.0
20250823,israel_iran_2025,80386,98,44,11,0,24,722,113,-4969.400844264245,1030.0
20250823,north_korea,80386,70,52,18,0,22,62,51,-6037.608627081343,1006.0
20250823,russia_ukraine_2022,80386,591,191,29,0,79,229,202,-8725.756575626563,5022.0
20250823,south_china_sea_ph,80386,19,7,0,0,5,61,6,-330.40942578387273,110.0
20250823,taiwan_strait,80386,154,36,9,1,17,21,40,-1674.2761110394022,722.0
20250823,thailand_cambodia_2025,80386,51,5,1,0,1,32,25,-729.1913719761505,303.0
20250823,us_china_chips_2022,80386,109,20,4,0,5,178,36,-370.1907839788504,382.0
20250823,us_china_tariffs_2025,80386,245,54,13,1,20,4307,132,-1528.5564233712028,982.0
20250824,china_japan_2025,70589,30,10,0,0,8,210,0,-1160.2115174741689,970.0
20250824,china_japan_seafood_2023,70589,30,10,0,0,8,210,3,-1160.2115174741689,970.0
20250824,india_pakistan_2025,70589,22,18,11,0,11,658,234,-1157.6660678391306,253.0
20250824,israel_iran_2025,70589,82,35,9,0,22,834,108,-2791.702422098226,638.0
20250824,north_korea,70589,76,46,6,2,23,44,47,-5445.196928678979,1975.0
20250824,russia_ukraine_2022,70589,943,335,55,0,162,278,383,-16020.034411440634,13169.0
20250824,south_china_sea_ph,70589,15,7,2,0,2,77,11,-90.01894477228834,112.0
20250824,taiwan_strait,70589,140,26,5,0,14,30,42,-1538.6945128145303,756.0
20250824,thailand_cambodia_2025,70589,56,11,0,0,5,41,15,-187.9498839890087,264.0
20250824,us_china_chips_2022,70589,93,25,5,0,6,156,16,-573.5029616825312,712.0
20250824,us_china_tariffs_2025,70589,204,49,10,0,20,3077,87,-1655.4438357984668,1309.0
20250825,china_japan_2025,117976,74,10,2,0,6,310,1,-615.059738176395,574.0
20250825,china_japan_seafood_2023,117976,74,10,2,0,6,310,8,-615.059738176395,574.0
20250825,india_pakistan_2025,117976,66,35,19,0,15,1035,311,-895.8261706563135,202.0
20250825,israel_iran_2025,117976,77,36,8,0,21,1381,154,-1539.3281969513573,415.0
20250825,north_korea,117976,189,67,7,0,22,35,39,-1241.061188183665,975.0
20250825,russia_ukraine_2022,117976,898,346,41,0,208,369,368,-9566.615438074103,5565.0
20250825,south_china_sea_ph,117976,43,17,0,0,7,124,10,-560.5380606301137,192.0
20250825,taiwan_strait,117976,181,41,18,0,15,47,58,-1791.7225904761294,1076.0
20250825,thailand_cambodia_2025,117976,67,20,3,0,7,123,38,-385.1735991111232,196.0
20250825,us_china_chips_2022,117976,201,45,16,1,20,229,59,-1743.694268260498,1187.0
20250825,us_china_tariffs_2025,117976,348,77,30,1,30,5943,178,-3149.9035765637295,2091.0
20250826,china_japan_2025,131865,128,27,6,0,13,361,1,-3729.447548456285,1456.0
20250826,china_japan_seafood_2023,131865,128,27,6,0,13,361,15,-3729.447548456285,1456.0
20250826,india_pakistan_2025,131865,36,16,10,0,5,939,279,-1294.1780655305993,203.0
20250826,israel_iran_2025,131865,155,77,12,0,34,1621,356,-6402.546447884949,1512.0
20250826,north_korea,131865,70,26,7,0,8,26,31,-819.9449184691351,512.0
20250826,russia_ukraine_2022,131865,532,183,34,0,98,258,264,-8441.527373475497,3362.0
20250826,south_china_sea_ph,131865,23,6,0,0,2,87,13,-236.1547006549988,86.0
20250826,taiwan_strait,131865,359,111,20,3,24,32,44,-6312.695079758662,3265.0
20250826,thailand_cambodia_2025,131865,63,27,10,0,8,90,27,-1478.646535263333,273.0
20250826,us_china_chips_2022,131865,263,73,29,0,20,243,46,-3339.449155956214,2012.0
20250826,us_china_tariffs_2025,131865,589,175,48,3,44,6579,330,-8983.285585822916,4945.0
20250827,china_japan_2025,133977,98,34,5,0,20,419,2,-2674.684503036593,1091.0
20250827,china_japan_seafood_2023,133977,98,34,5,0,20,419,9,-2674.684503036593,1091.0
20250827,india_pakistan_2025,133977,34,9,1,0,3,755,275,-479.3560290864514,101.0
20250827,israel_iran_2025,133977,215,95,9,0,30,1578,269,-4862.121030101565,1413.0
20250827,north_korea,133977,123,45,0,0,11,23,34,-1362.9168229905242,501.0
20250827,russia_ukraine_2022,133977,632,238,44,0,120,279,222,-9482.285121104782,3716.0
20250827,south_china_sea_ph,133977,28,15,2,0,6,54,12,-471.3435758877545,137.0
20250827,taiwan_strait,133977,299,90,33,0,27,31,59,-3810.0057189106647,2272.0
20250827,thailand_cambodia_2025,133977,103,39,0,0,14,91,38,-1314.0034273509063,414.0
20250827,us_china_chips_2022,133977,297,60,24,2,24,298,56,-2931.818817357284,1935.0
20250827,us_china_tariffs_2025,133977,544,138,50,2,51,7452,474,-5866.208657503371,3914.0
20250828,china_japan_2025,138975,194,46,6,1,22,362,10,383.66010514520536,2489.0
20250828,china_japan_seafood_2023,138975,194,46,6,1,22,362,18,383.66010514520536,2489.0
20250828,india_pakistan_2025,138975,30,19,0,0,13,957,268,-354.61574228830926,84.0
20250828,israel_iran_2025,138975,170,62,11,0,30,1462,259,-2957.4677095683073,1222.0
20250828,north_korea,138975,49,6,0,0,0,16,97,47.71562460804062,401.0
20250828,russia_ukraine_2022,138975,857,371,70,0,230,515,321,-43383.387557933645,8986.0
20250828,south_china_sea_ph,138975,70,41,11,0,6,90,16,-776.4115748045954,386.0
20250828,taiwan_strait,138975,274,59,17,0,8,37,67,-3480.0034370235503,2006.0
20250828,thailand_cambodia_2025,138975,76,21,7,0,10,81,22,-1202.7636482548392,332.0
20250828,us_china_chips_2022,138975,276,48,20,0,21,287,78,-2690.6606395051804,2540.0
20250828,us_china_tariffs_2025,138975,516,98,37,0,29,8147,356,-5308.423366641036,4309.0
20250829,china_japan_2025,127562,208,22,3,0,7,366,4,3888.784667044577,2034.0
20250829,china_japan_seafood_2023,127562,208,22,3,0,7,366,13,3888.784667044577,2034.0
20250829,india_pakistan_2025,127562,30,9,3,0,4,874,250,-1233.955342086407,450.0
20250829,israel_iran_2025,127562,177,64,14,0,29,1212,192,-7070.526393591391,1660.0
20250829,north_korea,127562,27,8,3,0,4,14,32,-51.58721018674973,169.0
20250829,russia_ukraine_2022,127562,750,288,48,0,174,398,270,-18620.53306677725,5712.0
20250829,south_china_sea_ph,127562,41,16,3,0,1,76,14,-525.0473125586446,238.0
20250829,taiwan_strait,127562,332,100,17,0,26,22,95,-5288.970821624475,3208.0
20250829,thailand_cambodia_2025,127562,181,92,32,0,38,206,55,-4114.061523795062,943.0
20250829,us_china_chips_2022,127562,241,65,34,0,27,278,72,-5148.034895732706,1803.0
20250829,us_china_tariffs_2025,127562,492,136,49,0,52,7179,278,-10081.312527212753,3682.0
20250830,china_japan_2025,83592,160,20,3,0,9,224,3,702.3124428138063,1757.0
20250830,china_japan_seafood_2023,83592,160,20,3,0,9,224,14,702.3124428138063,1757.0
20250830,india_pakistan_2025,83592,40,14,0,0,11,896,240,-291.1597226004325,103.0
20250830,israel_iran_2025,83592,106,66,19,0,36,1016,101,-7420.997638242771,1330.0
20250830,north_korea,83592,7,4,0,0,4,12,20,-391.3141964592264,1124.0
20250830,russia_ukraine_2022,83592,574,275,41,0,167,572,239,-14434.066541187982,4106.0
20250830,south_china_sea_ph,83592,33,25,6,0,0,82,2,-1153.0810045182307,339.0
20250830,taiwan_strait,83592,226,81,21,0,13,20,54,-2620.706210460903,1475.0
20250830,thailand_cambodia_2025,83592,61,24,11,0,18,87,13,-3284.346646501781,786.0
20250830,us_china_chips_2022,83592,196,40,14,0,9,148,40,-3123.467613479801,1320.0
20250830,us_china_tariffs_2025,83592,378,102,27,0,19,3973,276,-5217.890221978495,2428.0
20250831,china_japan_2025,70659,123,10,0,0,10,226,0,2019.962703030099,1820.0
20250831,china_japan_seafood_2023,70659,123,10,0,0,10,226,8,2019.962703030099,1820.0
20250831,india_pakistan_2025,70659,37,15,5,0,4,610,198,-60.10289877045908,136.0
20250831,israel_iran_2025,70659,66,35,10,0,18,1025,95,-4822.890561152253,860.0
20250831,north_korea,70659,21,4,0,0,4,17,9,-178.0465162531408,94.0
20250831,russia_ukraine_2022,70659,451,246,44,0,144,340,152,-10242.287795259253,2832.0
20250831,south_china_sea_ph,70659,17,12,4,0,2,23,3,-293.71277380791054,98.0
20250831,taiwan_strait,70659,210,49,14,0,9,15,29,-1227.5466842857802,1158.0
20250831,thailand_cambodia_2025,70659,32,9,3,0,2,87,14,-49.56736151314787,83.0
20250831,us_china_chips_2022,70659,153,25,2,0,5,167,23,-1390.0821935061185,870.0
20250831,us_china_tariffs_2025,70659,344,70,12,0,10,2985,138,-2510.9101902384346,1974.0
20250901,china_japan_2025,103230,171,22,1,0,3,331,3,-824.8717748414131,1813.0
20250901,china_japan_seafood_2023,103230,171,22,1,0,3,331,7,-824.8717748414131,1813.0
20250901,india_pakistan_2025,103230,30,10,0,0,2,743,272,-195.1688648707436,81.0
20250901,israel_iran_2025,103230,78,35,14,0,17,1250,117,-5151.702936381793,799.0
20250901,north_korea,103230,39,17,8,0,0,9,72,-1305.7092649079295,399.0
20250901,russia_ukraine_2022,103230,619,258,44,0,148,415,250,-18637.453677926507,8772.0
20250901,south_china_sea_ph,103230,25,12,3,0,0,89,6,-380.10614869942725,102.0
20250901,taiwan_strait,103230,279,71,15,0,10,20,53,-2318.9850868816497,2115.0
20250901,thailand_cambodia_2025,103230,63,25,3,0,19,114,27,-423.4446311826608,221.0
20250901,us_china_chips_2022,103230,252,62,22,0,26,243,39,-689.4917908347088,2681.0
20250901,us_china_tariffs_2025,103230,496,125,32,0,35,3368,258,-2689.238555743919,4609.0
20250902,china_japan_2025,128034,197,29,5,0,18,478,5,217.26695293478488,3135.0
20250902,china_japan_seafood_2023,128034,197,29,5,0,18,478,13,217.26695293478488,3135.0
20250902,india_pakistan_2025,128034,19,8,2,0,3,928,281,-208.9395595087968,44.0
20250902,israel_iran_2025,128034,91,43,17,1,20,1055,130,-2313.9094570923207,626.0
20250902,north_korea,128034,58,12,2,0,5,74,165,-123.36680935321475,196.0
20250902,russia_ukraine_2022,128034,610,240,35,1,108,320,200,-10082.756613087477,4566.0
20250902,south_china_sea_ph,128034,18,7,3,0,0,91,10,-256.2348229186937,119.0
20250902,taiwan_strait,128034,314,66,9,0,22,32,73,-3648.4544336124854,2569.0
20250902,thailand_cambodia_2025,128034,65,45,4,0,30,115,20,-1409.3275305498319,234.0
20250902,us_china_chips_2022,128034,277,84,36,0,38,329,84,-2553.5971586173773,2293.0
20250902,us_china_tariffs_2025,128034,529,132,45,0,53,6121,219,-4678.156942924386,4458.0
20250903,china_japan_2025,143318,222,18,5,0,10,605,1,-2037.0130551426864,4722.0
20250903,china_japan_seafood_2023,143318,222,18,5,0,10,605,17,-2037.0130551426864,4722.0
20250903,india_pakistan_2025,143318,34,16,0,0,3,1052,285,-1736.0864975951313,236.0
20250903,israel_iran_2025,143318,83,33,7,0,23,1025,114,-1233.165645240821,390.0
20250903,north_korea,143318,65,10,0,0,0,61,191,5.342887786474709,351.0
20250903,russia_ukraine_2022,143318,673,255,44,1,128,332,252,-10227.52586930327,3940.0
20250903,south_china_sea_ph,143318,8,4,3,0,3,87,3,-119.56166203358629,35.0
20250903,taiwan_strait,143318,411,116,42,0,32,40,49,-5826.271239692386,3389.0
20250903,thailand_cambodia_2025,143318,67,25,1,0,12,116,33,-9885.487154230053,1892.0
20250903,us_china_chips_2022,143318,396,142,60,0,68,484,62,-6506.054963873934,3678.0
20250903,us_china_tariffs_2025,143318,759,245,96,0,95,7741,225,-11510.534344612974,6761.0
20250904,china_japan_2025,141747,148,21,3,0,17,360,1,2482.951684318773,2663.0
20250904,china_japan_seafood_2023,141747,148,21,3,0,17,360,9,2482.951684318773,2663.0
20250904,india_pakistan_2025,141747,19,9,0,0,1,933,238,-198.2232417231362,46.0
20250904,israel_iran_2025,141747,71,38,2,0,28,1155,102,-1069.2217214162608,270.0
20250904,north_korea,141747,52,10,4,0,6,33,113,-253.5299011563835,394.0
20250904,russia_ukraine_2022,141747,628,218,37,0,122,273,369,-6941.084197812522,4048.0
20250904,south_china_sea_ph,141747,38,9,0,0,2,95,8,-251.7866401338725,141.0
20250904,taiwan_strait,141747,341,78,20,0,19,27,50,-4313.536151293094,1969.0
20250904,thailand_cambodia_2025,141747,66,31,10,0,16,83,28,-1458.2368257843266,278.0
20250904,us_china_chips_2022,141747,301,58,26,0,26,294,43,-5544.301799203951,2081.0
20250904,us_china_tariffs_2025,141747,609,124,42,0,45,7779,267,-9769.23912053147,3902.0
20250905,china_japan_2025,127598,116,8,2,0,4,339,0,-110.6353976437,1580.0
20250905,china_japan_seafood_2023,127598,116,8,2,0,4,339,15,-110.6353976437,1580.0
20250905,india_pakistan_2025,127598,58,35,5,0,9,768,210,-1298.9309132198764,266.0
20250905,israel_iran_2025,127598,92,55,8,0,31,936,93,-1701.1548111802863,373.0
20250905,north_korea,127598,39,15,3,0,9,37,67,-414.917440141905,176.0
20250905,russia_ukraine_2022,127598,765,251,56,0,120,254,331,-9271.171033848726,5420.0
20250905,south_china_sea_ph,127598,19,5,3,0,1,71,9,-394.8382377221484,92.0
20250905,taiwan_strait,127598,282,51,18,0,11,19,47,-1618.0319034737113,1738.0
20250905,thailand_cambodia_2025,127598,88,51,3,0,23,122,24,-2023.933752187184,449.0
20250905,us_china_chips_2022,127598,235,46,16,0,15,273,65,-2283.39217791488,1253.0
20250905,us_china_tariffs_2025,127598,486,90,31,0,25,7088,249,-3633.228030806716,2857.0
20250906,china_japan_2025,79967,46,9,2,0,7,242,0,1126.7306825222524,715.0
20250906,china_japan_seafood_2023,79967,46,9,2,0,7,242,10,1126.7306825222524,715.0
20250906,india_pakistan_2025,79967,20,15,8,0,6,761,185,-280.64398620597166,66.0
20250906,israel_iran_2025,79967,80,40,4,0,26,913,88,-2804.808177627596,668.0
20250906,north_korea,79967,19,6,5,0,4,37,30,-208.49366121861905,72.0
20250906,russia_ukraine_2022,79967,391,138,36,0,79,205,148,-4764.539830971039,2866.0
20250906,south_china_sea_ph,79967,17,7,1,0,2,48,1,-795.3355416435853,117.0
20250906,taiwan_strait,79967,140,33,5,0,14,17,42,-1255.3685979743718,938.0
20250906,thailand_cambodia_2025,79967,64,20,3,0,6,74,15,-813.6005114331713,247.0
20250906,us_china_chips_2022,79967,124,37,12,0,17,188,27,-338.20773617174024,515.0
20250906,us_china_tariffs_2025,79967,236,58,16,0,26,4285,106,-949.505888717804,1151.0
20250907,china_japan_2025,68458,21,3,0,0,2,183,0,-45.426831764956916,120.0
20250907,china_japan_seafood_2023,68458,21,3,0,0,2,183,3,-45.426831764956916,120.0
20250907,india_pakistan_2025,68458,7,4,0,0,2,588,137,-55.119133381415296,24.0
20250907,israel_iran_2025,68458,86,47,4,0,27,996,68,-1479.7752745411497,324.0
20250907,north_korea,68458,24,2,0,0,2,23,14,184.5694148970456,188.0
20250907,russia_ukraine_2022,68458,553,318,43,0,223,514,241,-50632.59725752713,8997.0
20250907,south_china_sea_ph,68458,4,0,0,0,0,46,3,-65.33559898045873,14.0
20250907,taiwan_strait,68458,127,27,6,0,15,22,51,-608.1937031631289,662.0
20250907,thailand_cambodia_2025,68458,74,24,5,0,0,20,21,250.0266826920899,531.0
20250907,us_china_chips_2022,68458,71,10,2,0,6,151,21,-350.07461364087686,483.0
20250907,us_china_tariffs_2025,68458,155,25,5,0,15,2871,82,-822.1262560375576,1008.0
20250908,china_japan_2025,120726,60,18,7,0,6,267,1,26.481405846829993,631.0
20250908,china_japan_seafood_2023,120726,60,18,7,0,6,267,14,26.481405846829993,631.0
20250908,india_pakistan_2025,120726,28,25,4,0,22,893,249,-1085.42883790418,158.0
20250908,israel_iran_2025,120726,85,49,12,0,29,1540,112,-1121.055732159405,304.0
20250908,north_korea,120726,23,6,6,0,4,10,15,-264.8675805810859,79.0
20250908,russia_ukraine_2022,120726,599,315,62,0,190,502,214,-19720.183362111668,4137.0
20250908,south_china_sea_ph,120726,14,2,0,0,0,93,5,-574.4324914609559,138.0
20250908,taiwan_strait,120726,202,68,10,0,23,30,57,-2771.832467827302,1128.0
20250908,thailand_cambodia_2025,120726,72,16,2,0,5,62,27,-1263.0478421673038,370.0
20250908,us_china_chips_2022,120726,139,32,13,0,13,203,45,-706.3308503061689,797.0
20250908,us_china_tariffs_2025,120726,309,87,23,0,28,6090,229,-3207.0910199260607,1773.0
20250909,china_japan_2025,141676,53,15,5,0,13,366,1,1062.6468752680041,678.0
20250909,china_japan_seafood_2023,141676,53,15,5,0,13,366,12,1062.6468752680041,678.0
20250909,india_pakistan_2025,141676,46,9,4,0,5,1016,276,-903.3305055731026,248.0
20250909,israel_iran_2025,141676,131,63,10,0,40,1798,150,-3355.0023902256316,753.0
20250909,north_korea,141676,19,6,2,0,2,13,34,16.827486408899848,99.0
20250909,russia_ukraine_2022,141676,458,207,29,0,154,517,205,-21654.294139506394,6748.0
20250909,south_china_sea_ph,141676,11,8,2,0,6,66,1,-13.625121061402853,36.0
20250909,taiwan_strait,141676,173,45,10,0,18,9,59,-1462.978631695442,1232.0
20250909,thailand_cambodia_2025,141676,62,23,8,0,13,151,32,-146.57232517839108,271.0
20250909,us_china_chips_2022,141676,164,38,11,0,11,289,44,-1931.7259485051718,1281.0
20250909,us_china_tariffs_2025,141676,302,74,19,0,25,7266,168,-3096.584322516151,2366.0
20250910,china_japan_2025,147352,58,13,1,0,4,383,0,-1049.739221032556,506.0
20250910,china_japan_seafood_2023,147352,58,13,1,0,4,383,21,-1049.739221032556,506.0
20250910,india_pakistan_2025,147352,21,3,0,0,1,880,203,-673.280452083081,452.0
20250910,israel_iran_2025,147352,171,69,8,0,44,1776,142,-4576.546475003665,1243.0
20250910,north_korea,147352,14,6,4,0,3,15,14,-246.30002448861083,83.0
20250910,russia_ukraine_2022,147352,625,333,50,0,201,792,294,-26549.17009278536,4997.0
20250910,south_china_sea_ph,147352,41,22,0,0,5,88,17,-260.1077749082147,169.0
20250910,taiwan_strait,147352,246,62,20,0,14,25,48,-1599.3511446081823,1183.0
20250910,thailand_cambodia_2025,147352,64,19,3,0,13,120,34,-614.6484000023652,322.0
20250910,us_china_chips_2022,147352,229,41,16,0,14,301,40,-2023.4939123148283,1262.0
20250910,us_china_tariffs_2025,147352,447,98,36,0,27,8133,219,-3454.8565395382857,2303.0
20250911,china_japan_2025,146771,54,11,0,0,3,370,0,-821.0637870976423,556.0
20250911,china_japan_seafood_2023,146771,54,11,0,0,3,370,13,-821.0637870976423,556.0
20250911,india_pakistan_2025,146771,36,15,11,0,10,976,215,-849.873295379177,218.0
20250911,israel_iran_2025,146771,112,53,13,0,28,1560,84,-6739.046500788533,1270.0
20250911,north_korea,146771,14,2,0,0,2,15,13,-211.8606334918523,66.0
20250911,russia_ukraine_2022,146771,457,237,41,0,136,522,173,-11099.13996936202,2414.0
20250911,south_china_sea_ph,146771,53,33,2,0,7,85,33,-1521.932945869752,482.0
20250911,taiwan_strait,146771,238,74,36,0,18,25,55,-3642.703585222285,1677.0
20250911,thailand_cambodia_2025,146771,52,15,7,0,13,100,33,-305.5417009369401,200.0
20250911,us_china_chips_2022,146771,200,56,28,0,29,282,42,-2069.0116283169277,1408.0
20250911,us_china_tariffs_2025,146771,396,114,54,0,47,10107,111,-4040.2792213719285,2601.0
20250912,china_japan_2025,136245,36,10,1,0,9,347,0,-475.97377194204523,379.0
20250912,china_japan_seafood_2023,136245,36,10,1,0,9,347,8,-475.97377194204523,379.0
20250912,india_pakistan_2025,136245,36,8,0,0,2,942,223,-365.6781588089824,114.0
20250912,israel_iran_2025,136245,85,35,10,0,14,1193,108,-1333.3629284192289,363.0
20250912,north_korea,136245,8,5,1,0,4,16,59,-59.65757153548307,27.0
20250912,russia_ukraine_2022,136245,492,225,54,0,105,384,201,-25530.40809567622,5740.0
20250912,south_china_sea_ph,136245,39,26,5,0,0,70,18,-606.5210277775228,206.0
20250912,taiwan_strait,136245,239,64,17,0,23,37,113,-2483.6235243407887,1398.0
20250912,thailand_cambodia_2025,136245,59,11,0,0,4,49,15,-658.5949268935997,210.0
20250912,us_china_chips_2022,136245,181,40,20,0,16,252,36,-2028.4611799209076,1002.0
20250912,us_china_tariffs_2025,136245,348,77,31,0,33,8824,129,-4024.9388840277475,2045.0
20250913,china_japan_2025,82138,16,6,2,0,2,204,1,-249.27317878860038,77.0
20250913,china_japan_seafood_2023,82138,16,6,2,0,2,204,5,-249.27317878860038,77.0
20250913,india_pakistan_2025,82138,34,22,5,0,5,974,251,-1580.6022040739238,242.0
20250913,israel_iran_2025,82138,54,10,2,0,2,881,57,-552.2458025900705,156.0
20250913,north_korea,82138,1,1,1,0,0,13,21,18.93939393939395,5.0
20250913,russia_ukraine_2022,82138,357,178,30,2,92,218,144,-18032.710281592525,4571.0
20250913,south_china_sea_ph,82138,40,24,6,0,4,80,15,-465.03787689929334,178.0
20250913,taiwan_strait,82138,179,45,17,0,12,19,49,-1863.1360241433035,1205.0
20250913,thailand_cambodia_2025,82138,41,12,4,0,8,55,13,-698.219988153288,255.0
20250913,us_china_chips_2022,82138,153,53,25,2,15,137,30,-1913.06602890894,808.0
20250913,us_china_tariffs_2025,82138,288,94,39,2,27,5138,112,-3517.4293869733983,1736.0
20250914,china_japan_2025,67044,28,6,2,0,1,179,0,-740.4693621078709,262.0
20250914,china_japan_seafood_2023,67044,28,6,2,0,1,179,1,-740.4693621078709,262.0
20250914,india_pakistan_2025,67044,21,4,0,0,0,544,156,-240.51280125860785,87.0
20250914,israel_iran_2025,67044,55,26,4,0,10,946,52,-814.3727547953022,162.0
20250914,north_korea,67044,50,46,13,0,15,16,28,-751.1763007161862,175.0
20250914,russia_ukraine_2022,67044,384,177,11,0,122,263,116,-17710.417861131264,3251.0
20250914,south_china_sea_ph,67044,25,19,13,0,4,42,23,-1730.345415610472,442.0
20250914,taiwan_strait,67044,147,20,2,0,1,9,29,-1872.3172089960153,1183.0
20250914,thailand_cambodia_2025,67044,19,15,0,0,10,48,11,-280.2153993356576,75.0
20250914,us_china_chips_2022,67044,160,46,21,0,11,137,34,-3186.8667431729987,1633.0
20250914,us_china_tariffs_2025,67044,298,65,23,0,12,3569,88,-5081.207101269195,2769.0
20250915,china_japan_2025,121690,29,1,0,0,1,343,0,-179.91499690045026,268.0
20250915,china_japan_seafood_2023,121690,29,1,0,0,1,343,19,-179.91499690045026,268.0
20250915,india_pakistan_2025,121690,12,6,0,0,3,768,184,-70.57818598549179,50.0
20250915,israel_iran_2025,121690,86,55,11,0,34,1316,103,-1501.0167395492756,364.0
