date,case,day_total,events,conflict,threat_coerce,sanction,military_pair,military_geo,keyword_articles,tone_num,tone_den
20260101,china_japan_2025,63029,33,17,7,0,3,233,3,-412.34904948439083,171.0
20260101,china_japan_seafood_2023,63029,33,17,7,0,3,233,4,-412.34904948439083,171.0
20260101,india_pakistan_2025,63029,42,15,10,0,14,717,214,-654.8451808851528,202.0
20260101,israel_iran_2025,63029,85,49,7,0,29,660,85,-1176.7735055285204,317.0
20260101,north_korea,63029,34,8,2,0,3,4,25,279.8582999288026,114.0
20260101,russia_ukraine_2022,63029,553,280,37,0,122,361,179,-19274.200515355784,3774.0
20260101,south_china_sea_ph,63029,22,17,0,0,5,64,2,-278.64415750841124,96.0
20260101,taiwan_strait,63029,234,75,25,0,38,57,126,-4619.509687649056,2343.0
20260101,thailand_cambodia_2025,63029,89,19,0,0,7,29,20,-3724.8438638897396,1102.0
20260101,us_china_chips_2022,63029,117,25,10,3,15,202,30,-354.9860935649624,952.0
20260101,us_china_tariffs_2025,63029,213,41,14,3,22,3237,68,-1391.115420661831,1508.0
20260102,china_japan_2025,73887,53,18,10,0,2,219,4,-81.21915007069686,234.0
20260102,china_japan_seafood_2023,73887,53,18,10,0,2,219,5,-81.21915007069686,234.0
20260102,india_pakistan_2025,73887,20,9,6,0,5,700,190,-285.51197758079184,81.0
20260102,israel_iran_2025,73887,194,92,26,0,39,996,255,-33260.85547946133,5817.0
20260102,north_korea,73887,59,5,5,0,2,16,40,-206.57948494183935,404.0
20260102,russia_ukraine_2022,73887,412,217,23,0,100,323,155,-26439.190906844193,5180.0
20260102,south_china_sea_ph,73887,10,4,0,0,0,50,1,-193.42109028851488,39.0
20260102,taiwan_strait,73887,191,57,10,0,36,40,101,-3901.3123378146424,4165.0
20260102,thailand_cambodia_2025,73887,83,26,0,0,14,22,14,-1069.7440669417315,370.0
20260102,us_china_chips_2022,73887,123,26,8,0,8,162,38,-2741.6446529300983,1041.0
20260102,us_china_tariffs_2025,73887,205,37,10,0,13,3886,68,-3058.752883161818,1440.0
20260103,china_japan_2025,70613,32,8,2,0,0,192,14,-387.8479710045646,382.0
20260103,china_japan_seafood_2023,70613,32,8,2,0,0,192,1,-387.8479710045646,382.0
20260103,india_pakistan_2025,70613,16,13,7,0,10,506,165,-341.1780466986862,83.0
20260103,israel_iran_2025,70613,143,82,13,0,45,629,206,-14235.879495347495,2452.0
20260103,north_korea,70613,2,2,2,0,2,5,14,-5.6637168141593,2.0
20260103,russia_ukraine_2022,70613,507,266,35,0,127,239,119,-15757.462620373204,4122.0
20260103,south_china_sea_ph,70613,0,0,0,0,0,25,1,0.0,0.0
20260103,taiwan_strait,70613,204,84,15,0,28,26,33,-6354.802695579728,2673.0
20260103,thailand_cambodia_2025,70613,42,19,0,0,3,29,10,-4657.775739404829,603.0
20260103,us_china_chips_2022,70613,104,27,8,0,6,143,25,-4413.012587904789,1735.0
20260103,us_china_tariffs_2025,70613,251,77,21,0,8,4062,27,-10388.428317071946,3850.0
20260104,china_japan_2025,73331,37,10,0,0,3,225,3,-593.6411487227394,281.0
20260104,china_japan_seafood_2023,73331,37,10,0,0,3,225,1,-593.6411487227394,281.0
20260104,india_pakistan_2025,73331,8,4,0,0,0,641,131,-36.86776002466143,15.0
20260104,israel_iran_2025,73331,135,54,18,0,26,771,123,-3264.6483024961967,941.0
20260104,north_korea,73331,132,81,1,0,63,98,111,-4378.930700561492,2328.0
20260104,russia_ukraine_2022,73331,399,233,27,0,91,128,59,-14361.485306154158,4114.0
20260104,south_china_sea_ph,73331,5,0,0,0,0,49,1,-47.450795150370084,18.0
20260104,taiwan_strait,73331,393,182,19,0,29,46,59,-11105.911853432526,3423.0
20260104,thailand_cambodia_2025,73331,39,20,0,0,3,25,16,-1436.400137151177,227.0
20260104,us_china_chips_2022,73331,172,46,16,0,17,160,12,-2961.3753699748167,927.0
20260104,us_china_tariffs_2025,73331,487,184,27,0,26,3267,23,-12193.106194506157,3720.0
20260105,china_japan_2025,112019,38,14,2,0,4,309,3,-873.8573668586782,337.0
20260105,china_japan_seafood_2023,112019,38,14,2,0,4,309,5,-873.8573668586782,337.0
20260105,india_pakistan_2025,112019,14,6,1,0,2,713,189,-29.174432316992124,34.0
20260105,israel_iran_2025,112019,234,100,30,0,36,922,197,-3728.6123943592306,872.0
20260105,north_korea,112019,92,54,3,0,25,66,65,-1747.0219957947772,899.0
20260105,russia_ukraine_2022,112019,568,301,26,0,138,294,194,-11244.345243507312,3831.0
20260105,south_china_sea_ph,112019,21,11,2,0,5,87,9,-112.47327823039552,60.0
20260105,taiwan_strait,112019,439,175,36,0,29,44,77,-10139.242694785302,3113.0
20260105,thailand_cambodia_2025,112019,108,47,4,0,14,108,16,-2395.152901152246,903.0
20260105,us_china_chips_2022,112019,155,39,9,0,14,245,34,-1552.5239626372704,599.0
20260105,us_china_tariffs_2025,112019,492,168,18,0,27,5528,109,-10442.004724372968,3263.0
20260106,china_japan_2025,124325,72,27,19,0,6,290,8,-2461.5482243991346,1203.0
20260106,china_japan_seafood_2023,124325,72,27,19,0,6,290,8,-2461.5482243991346,1203.0
20260106,india_pakistan_2025,124325,19,10,8,0,8,908,225,-618.071688932772,153.0
20260106,israel_iran_2025,124325,183,86,39,0,29,977,171,-4367.874250065659,928.0
20260106,north_korea,124325,39,22,1,0,16,30,18,-455.81402369164095,111.0
20260106,russia_ukraine_2022,124325,567,228,43,0,105,320,298,-11317.330327595511,4465.0
20260106,south_china_sea_ph,124325,15,5,0,0,1,88,7,-157.96183790956135,62.0
20260106,taiwan_strait,124325,404,156,27,0,26,63,96,-9594.35782613287,2624.0
20260106,thailand_cambodia_2025,124325,200,110,16,0,49,82,46,-16687.118992662745,2391.0
20260106,us_china_chips_2022,124325,151,51,12,0,8,215,62,-2317.55970499298,868.0
20260106,us_china_tariffs_2025,124325,444,167,26,0,18,6345,65,-9470.450862122178,2760.0
20260107,china_japan_2025,130139,169,66,45,0,20,399,5,-6319.768941276542,2057.0
20260107,china_japan_seafood_2023,130139,169,66,45,0,20,399,12,-6319.768941276542,2057.0
20260107,india_pakistan_2025,130139,14,4,2,0,3,840,229,-220.1469992373862,44.0
20260107,israel_iran_2025,130139,196,99,40,0,26,955,202,-7020.03225010915,1294.0
20260107,north_korea,130139,25,10,0,0,2,7,27,-228.77786545527323,109.0
20260107,russia_ukraine_2022,130139,588,224,42,0,84,258,278,-32861.9781966165,6556.0
20260107,south_china_sea_ph,130139,5,4,0,0,0,57,9,-8.847570521047967,11.0
20260107,taiwan_strait,130139,306,130,16,0,44,59,84,-4749.858772925366,2110.0
20260107,thailand_cambodia_2025,130139,76,49,11,0,29,111,36,-1842.4696233448992,341.0
20260107,us_china_chips_2022,130139,190,46,23,0,11,344,54,195.46457818510635,1363.0
20260107,us_china_tariffs_2025,130139,414,127,29,0,26,6679,69,-1895.456898995893,2775.0
20260108,china_japan_2025,127488,119,40,32,1,18,424,2,-1936.9885834074064,1266.0
20260108,china_japan_seafood_2023,127488,119,40,32,1,18,424,4,-1936.9885834074064,1266.0
20260108,india_pakistan_2025,127488,15,5,0,0,4,883,234,-90.19572716104872,38.0
20260108,israel_iran_2025,127488,162,100,20,0,34,1108,218,-6126.765789847601,1055.0
20260108,north_korea,127488,18,12,0,0,0,7,16,-149.1764249254997,66.0
20260108,russia_ukraine_2022,127488,521,218,39,0,75,198,133,-15399.550277688817,3681.0
20260108,south_china_sea_ph,127488,9,0,0,0,0,59,4,-45.95219780464934,53.0
20260108,taiwan_strait,127488,277,91,17,0,14,33,50,-3278.983008492257,1416.0
20260108,thailand_cambodia_2025,127488,26,16,2,0,10,117,48,-443.6375889433309,137.0
20260108,us_china_chips_2022,127488,229,59,31,0,24,368,55,-2171.5414948743814,1283.0
20260108,us_china_tariffs_2025,127488,452,131,42,0,34,7379,112,-4422.4450090974215,2372.0
20260109,china_japan_2025,124656,117,32,18,2,9,365,11,-1772.6553628795543,834.0
20260109,china_japan_seafood_2023,124656,117,32,18,2,9,365,9,-1772.6553628795543,834.0
20260109,india_pakistan_2025,124656,10,5,3,0,3,797,180,-296.2931037723316,46.0
20260109,israel_iran_2025,124656,303,160,59,0,35,1137,448,-39838.86400745091,7176.0
20260109,north_korea,124656,25,16,4,0,0,14,13,-386.42011530616765,86.0
20260109,russia_ukraine_2022,124656,746,413,93,0,214,479,266,-40668.50662498623,8009.0
20260109,south_china_sea_ph,124656,3,0,0,0,0,95,1,-47.16809531388556,9.0
20260109,taiwan_strait,124656,280,115,17,0,38,44,62,-2777.3470556810935,1416.0
20260109,thailand_cambodia_2025,124656,118,34,6,0,20,89,40,-7915.18375185734,3131.0
20260109,us_china_chips_2022,124656,164,34,12,0,7,306,46,-424.2591381533283,873.0
20260109,us_china_tariffs_2025,124656,368,108,28,0,22,7654,102,-2315.923521863895,1966.0
20260110,china_japan_2025,80503,27,6,1,0,3,242,7,-148.23320073812988,120.0
20260110,china_japan_seafood_2023,80503,27,6,1,0,3,242,6,-148.23320073812988,120.0
20260110,india_pakistan_2025,80503,43,4,3,0,3,727,220,-290.538018872709,159.0
20260110,israel_iran_2025,80503,249,89,33,0,15,786,461,-56531.92850870292,9824.0
20260110,north_korea,80503,99,78,18,0,5,17,45,-7129.088789976744,1154.0
20260110,russia_ukraine_2022,80503,405,210,42,0,123,293,111,-10723.811730938203,2347.0
20260110,south_china_sea_ph,80503,6,0,0,0,0,75,3,-55.78056249557542,24.0
20260110,taiwan_strait,80503,148,66,8,0,25,22,37,-845.46022039318,585.0
20260110,thailand_cambodia_2025,80503,39,22,2,0,12,48,3,-442.1408533997657,160.0
20260110,us_china_chips_2022,80503,102,40,18,0,12,202,19,-1157.1751537156272,533.0
20260110,us_china_tariffs_2025,80503,214,92,26,0,28,4909,30,-1704.9688371934988,1029.0
20260111,china_japan_2025,65638,18,0,0,0,0,147,1,175.76419736782324,151.0
20260111,china_japan_seafood_2023,65638,18,0,0,0,0,147,1,175.76419736782324,151.0
20260111,india_pakistan_2025,65638,33,3,0,0,3,623,163,-158.69265419679772,156.0
20260111,israel_iran_2025,65638,468,176,70,0,55,1081,620,-39574.28302256365,7074.0
20260111,north_korea,65638,74,46,10,0,9,14,20,-2827.2293846585108,686.0
20260111,russia_ukraine_2022,65638,238,154,35,0,81,164,61,-16074.391449317265,3255.0
20260111,south_china_sea_ph,65638,0,0,0,0,0,49,2,0.0,0.0
20260111,taiwan_strait,65638,96,41,7,0,9,17,24,-269.4934434693611,1055.0
20260111,thailand_cambodia_2025,65638,29,7,0,0,7,62,8,-286.11005925093593,150.0
20260111,us_china_chips_2022,65638,87,22,7,0,10,125,16,-215.13969537877597,758.0
20260111,us_china_tariffs_2025,65638,164,54,14,0,14,3198,26,-270.60786520942924,1732.0
20260112,china_japan_2025,111025,72,19,8,0,10,259,4,-950.932861341078,456.0
20260112,china_japan_seafood_2023,111025,72,19,8,0,10,259,8,-950.932861341078,456.0
20260112,india_pakistan_2025,111025,30,4,3,0,3,910,206,-68.51616066588923,74.0
20260112,israel_iran_2025,111025,550,193,62,0,70,1512,869,-22283.598276968783,3990.0
20260112,north_korea,111025,44,26,8,0,7,21,18,-733.7063802626874,161.0
20260112,russia_ukraine_2022,111025,310,195,47,0,86,207,107,-6827.579790558808,1521.0
20260112,south_china_sea_ph,111025,7,0,0,0,0,55,9,52.00967690932736,25.0
20260112,taiwan_strait,111025,218,65,15,0,16,29,54,-1805.0330282913296,915.0
20260112,thailand_cambodia_2025,111025,34,24,0,0,14,63,10,-334.38786836751,150.0
20260112,us_china_chips_2022,111025,162,29,3,0,17,200,26,-878.2998004562517,763.0
20260112,us_china_tariffs_2025,111025,356,81,16,0,28,5154,94,-2506.737907608269,1554.0
20260113,china_japan_2025,128134,75,19,12,0,11,340,17,-618.3345309104307,344.0
20260113,china_japan_seafood_2023,128134,75,19,12,0,11,340,3,-618.3345309104307,344.0
20260113,india_pakistan_2025,128134,50,20,5,0,7,944,292,-339.747612266035,139.0
20260113,israel_iran_2025,128134,652,275,107,1,82,1558,1156,-39279.096532859214,7084.0
20260113,north_korea,128134,54,28,4,0,5,36,13,-145.75029602072055,186.0
20260113,russia_ukraine_2022,128134,461,294,46,0,192,355,150,-55337.825292252994,9817.0
20260113,south_china_sea_ph,128134,20,5,0,0,2,77,9,-435.983474751807,106.0
20260113,taiwan_strait,128134,280,69,29,0,33,25,76,-3082.961510059054,1930.0
20260113,thailand_cambodia_2025,128134,54,22,2,0,16,57,29,-1252.578259311074,365.0
20260113,us_china_chips_2022,128134,233,74,33,0,27,300,62,-2716.1979644820026,1639.0
20260113,us_china_tariffs_2025,128134,458,117,56,0,51,6818,266,-4858.020333838998,3199.0
20260114,china_japan_2025,133695,61,15,10,0,4,394,16,-446.1622809077535,200.0
20260114,china_japan_seafood_2023,133695,61,15,10,0,4,394,8,-446.1622809077535,200.0
20260114,india_pakistan_2025,133695,18,9,2,0,5,750,236,-495.6145521391943,167.0
20260114,israel_iran_2025,133695,721,350,98,1,125,1642,1058,-41286.55137643838,7008.0
20260114,north_korea,133695,43,15,1,0,0,7,21,-471.36781935866424,195.0
20260114,russia_ukraine_2022,133695,339,154,28,0,87,287,146,-8512.326089836766,2277.0
20260114,south_china_sea_ph,133695,20,0,0,0,0,78,7,-237.84202720773553,52.0
20260114,taiwan_strait,133695,303,77,19,0,30,45,76,-3203.802354612193,2423.0
20260114,thailand_cambodia_2025,133695,37,6,3,0,4,111,31,-1325.9137006014735,499.0
20260114,us_china_chips_2022,133695,224,49,23,0,26,331,89,-4056.671382097713,1961.0
20260114,us_china_tariffs_2025,133695,472,107,36,0,51,6872,133,-5651.17507159681,3957.0
20260115,china_japan_2025,135604,33,7,2,0,2,291,9,-524.5933621619486,463.0
20260115,china_japan_seafood_2023,135604,33,7,2,0,2,291,20,-524.5933621619486,463.0
20260115,india_pakistan_2025,135604,21,12,6,0,10,901,263,-221.817491318139,122.0
20260115,israel_iran_2025,135604,653,276,107,1,89,1801,1059,-23769.73860571196,4149.0
20260115,north_korea,135604,18,4,0,0,0,6,7,-170.03873167401136,86.0
20260115,russia_ukraine_2022,135604,478,196,32,0,100,230,151,-8472.18162315958,2559.0
20260115,south_china_sea_ph,135604,27,5,5,0,0,101,8,-375.82464652448107,377.0
20260115,taiwan_strait,135604,175,61,22,0,32,25,69,-937.5758821999984,1018.0
20260115,thailand_cambodia_2025,135604,26,7,2,0,2,77,16,-475.7570740398122,133.0
20260115,us_china_chips_2022,135604,170,41,15,0,16,233,76,-2259.3875034864127,988.0
20260115,us_china_tariffs_2025,135604,303,84,29,0,38,6824,111,-3044.0977693417317,1687.0
20260116,china_japan_2025,124941,45,12,2,0,4,293,8,-673.5109889667748,434.0
20260116,china_japan_seafood_2023,124941,45,12,2,0,4,293,19,-673.5109889667748,434.0
20260116,india_pakistan_2025,124941,18,5,3,0,4,781,211,-187.56516947624894,95.0
20260116,israel_iran_2025,124941,504,234,91,0,76,1389,656,-29513.013743550582,4954.0
20260116,north_korea,124941,20,8,0,0,1,25,9,-1501.4180752938926,226.0
20260116,russia_ukraine_2022,124941,377,164,32,4,82,200,179,-6414.571382532555,2216.0
20260116,south_china_sea_ph,124941,55,32,5,0,8,158,2,-1267.543620683441,377.0
20260116,taiwan_strait,124941,286,70,18,0,16,17,113,3160.698141364127,3815.0
20260116,thailand_cambodia_2025,124941,33,11,2,0,6,54,10,-213.35573801863052,123.0
20260116,us_china_chips_2022,124941,192,57,24,0,7,247,66,-1366.8674921814472,1375.0
20260116,us_china_tariffs_2025,124941,403,97,35,0,19,6591,275,-812.4804870062425,3456.0
20260117,china_japan_2025,83893,12,6,0,0,3,167,5,-59.472839868831954,46.0
20260117,china_japan_seafood_2023,83893,12,6,0,0,3,167,5,-59.472839868831954,46.0
20260117,india_pakistan_2025,83893,28,1,0,0,0,630,177,-412.71710724389226,113.0
20260117,israel_iran_2025,83893,243,98,34,0,29,901,451,-8700.606003543162,1509.0
20260117,north_korea,83893,4,0,0,0,0,4,6,14.42307692307688,8.0
20260117,russia_ukraine_2022,83893,199,95,13,0,33,107,70,-10811.446404099403,2848.0
20260117,south_china_sea_ph,83893,20,7,0,0,2,48,8,-301.73869029412106,70.0
20260117,taiwan_strait,83893,113,34,19,0,11,21,50,-1146.4437346950028,839.0
20260117,thailand_cambodia_2025,83893,17,12,0,0,7,57,12,-834.2860954530838,200.0
20260117,us_china_chips_2022,83893,123,25,11,0,6,143,32,-1492.3313325803765,720.0
20260117,us_china_tariffs_2025,83893,215,51,26,0,14,4562,325,-2632.7734896343613,1460.0
20260118,china_japan_2025,71522,5,0,0,0,0,143,1,-32.44898866458329,21.0
20260118,china_japan_seafood_2023,71522,5,0,0,0,0,143,6,-32.44898866458329,21.0
20260118,india_pakistan_2025,71522,17,9,0,0,5,558,164,87.1289314097963,101.0
20260118,israel_iran_2025,71522,231,123,38,0,27,863,361,-6211.7368381250635,1078.0
20260118,north_korea,71522,2,2,0,0,1,2,3,-318.3028956731994,60.0
20260118,russia_ukraine_2022,71522,221,120,9,0,81,181,67,-7297.596295780401,1751.0
20260118,south_china_sea_ph,71522,8,1,0,0,0,42,3,-213.83767926666474,68.0
20260118,taiwan_strait,71522,94,36,8,0,12,18,40,-630.1031237373003,403.0
20260118,thailand_cambodia_2025,71522,19,9,0,0,3,19,11,-242.16239288665665,70.0
20260118,us_china_chips_2022,71522,84,32,5,0,4,121,22,-735.935497440105,364.0
20260118,us_china_tariffs_2025,71522,158,59,11,0,12,2886,466,-1191.4405074975007,686.0
20260119,china_japan_2025,107527,16,12,5,0,8,259,17,0.46905922822078594,151.0
20260119,china_japan_seafood_2023,107527,16,12,5,0,8,259,7,0.46905922822078594,151.0
20260119,india_pakistan_2025,107527,25,15,3,0,13,734,193,-80.50224260402217,55.0
20260119,israel_iran_2025,107527,249,119,35,0,33,816,332,-17124.26195778599,3081.0
20260119,north_korea,107527,20,3,3,0,1,6,11,-31.656738799849105,56.0
20260119,russia_ukraine_2022,107527,398,159,25,0,101,202,101,-6779.638665987541,2249.0
20260119,south_china_sea_ph,107527,4,4,2,0,1,68,2,-39.0576854912392,18.0
20260119,taiwan_strait,107527,144,36,8,0,9,22,43,-1034.3433276871644,779.0
20260119,thailand_cambodia_2025,107527,8,6,0,0,6,61,19,-30.39644503720608,26.0
20260119,us_china_chips_2022,107527,107,34,9,0,8,199,54,-1534.8593036950363,635.0
20260119,us_china_tariffs_2025,107527,225,62,16,0,14,3869,429,-2495.8612667840944,1279.0
20260120,china_japan_2025,129995,61,9,6,0,6,394,5,-1334.5431752230684,468.0
20260120,china_japan_seafood_2023,129995,61,9,6,0,6,394,11,-1334.5431752230684,468.0
20260120,india_pakistan_2025,129995,26,10,4,0,3,657,210,-678.2460089295657,153.0
20260120,israel_iran_2025,129995,211,92,41,0,25,974,272,-13147.20026203947,2078.0
20260120,north_korea,129995,33,16,4,0,2,19,32,-515.4882990972427,103.0
20260120,russia_ukraine_2022,129995,441,134,29,0,95,246,111,-7390.43278990719,3653.0
20260120,south_china_sea_ph,129995,13,10,0,0,1,98,6,-80.65979394703942,52.0
20260120,taiwan_strait,129995,203,50,20,0,21,36,64,-1296.0233189533897,1257.0
20260120,thailand_cambodia_2025,129995,56,30,1,0,15,55,18,-1229.0179119328307,225.0
20260120,us_china_chips_2022,129995,165,51,15,0,15,327,48,-362.9085955326538,1072.0
20260120,us_china_tariffs_2025,129995,329,86,26,0,29,5382,395,-1128.3617482087352,2087.0
20260121,china_japan_2025,137028,44,7,4,0,1,397,4,-323.9440827050842,207.0
20260121,china_japan_seafood_2023,137028,44,7,4,0,1,397,22,-323.9440827050842,207.0
20260121,india_pakistan_2025,137028,26,20,7,0,11,651,243,-539.315729393339,100.0
20260121,israel_iran_2025,137028,165,79,29,0,34,1093,291,-5180.269470521736,959.0
20260121,north_korea,137028,51,22,8,0,8,27,26,-634.2399942392431,228.0
20260121,russia_ukraine_2022,137028,431,132,15,0,72,193,151,-2463.2687411760353,3421.0
20260121,south_china_sea_ph,137028,29,4,0,0,2,172,6,-311.27338420882813,114.0
20260121,taiwan_strait,137028,214,56,20,0,22,22,48,-1190.207378496678,980.0
20260121,thailand_cambodia_2025,137028,68,43,1,0,28,79,23,109.62512282965255,440.0
20260121,us_china_chips_2022,137028,180,40,13,0,10,184,62,104.0106357935006,1034.0
20260121,us_china_tariffs_2025,137028,359,87,28,0,29,6373,286,-892.7865338325869,1871.0
20260122,china_japan_2025,136886,53,13,9,0,1,312,3,104.55945804018694,230.0
20260122,china_japan_seafood_2023,136886,53,13,9,0,1,312,18,104.55945804018694,230.0
20260122,india_pakistan_2025,136886,31,20,11,0,15,729,224,-460.76488888794245,69.0
20260122,israel_iran_2025,136886,175,67,10,0,32,1130,219,-3734.036203045283,683.0
20260122,north_korea,136886,21,7,0,0,2,8,9,-225.0937895807994,93.0
20260122,russia_ukraine_2022,136886,638,187,41,0,88,196,211,-8412.627855791998,5277.0
20260122,south_china_sea_ph,136886,53,20,1,0,4,175,9,-439.40240022894494,215.0
20260122,taiwan_strait,136886,175,47,19,0,19,19,49,-2841.9304953369347,1478.0
20260122,thailand_cambodia_2025,136886,4,1,0,0,0,59,32,-59.639310108028454,25.0
20260122,us_china_chips_2022,136886,141,32,15,0,7,221,53,-1241.343535886197,1153.0
20260122,us_china_tariffs_2025,136886,295,74,30,0,21,6033,252,-3906.7936948838606,2546.0
20260123,china_japan_2025,128390,28,7,0,0,5,304,5,-88.9334586483817,132.0
20260123,china_japan_seafood_2023,128390,28,7,0,0,5,304,8,-88.9334586483817,132.0
20260123,india_pakistan_2025,128390,16,5,0,0,2,729,224,-393.7026745132683,89.0
20260123,israel_iran_2025,128390,208,87,41,0,38,1000,352,-9743.019275429593,1607.0
20260123,north_korea,128390,32,8,5,0,2,23,11,-2087.126558500418,326.0
20260123,russia_ukraine_2022,128390,758,167,30,0,82,176,272,-14087.417686924295,6927.0
20260123,south_china_sea_ph,128390,96,20,0,0,0,103,21,-69.04928298862913,967.0
20260123,taiwan_strait,128390,272,56,15,0,29,46,63,-11434.073223621486,4474.0
20260123,thailand_cambodia_2025,128390,21,9,0,0,8,79,33,-326.80153779260604,76.0
20260123,us_china_chips_2022,128390,278,67,44,0,26,256,52,-14409.986105983702,5152.0
20260123,us_china_tariffs_2025,128390,499,98,57,0,41,6254,73,-25559.048958721956,9460.0
20260124,china_japan_2025,81326,19,1,1,0,1,207,0,-45.24276349941877,79.0
20260124,china_japan_seafood_2023,81326,19,1,1,0,1,207,4,-45.24276349941877,79.0
20260124,india_pakistan_2025,81326,10,3,0,0,3,742,221,-173.3711702397748,48.0
20260124,israel_iran_2025,81326,154,61,26,0,24,797,301,-14428.046727717643,2515.0
20260124,north_korea,81326,19,5,1,0,0,2,16,-252.4423775691227,95.0
20260124,russia_ukraine_2022,81326,563,161,15,0,79,234,212,-12075.677147680408,4668.0
20260124,south_china_sea_ph,81326,40,6,4,0,4,60,4,-346.85027814544475,454.0
20260124,taiwan_strait,81326,134,37,9,0,14,22,23,-2605.658716950743,1949.0
20260124,thailand_cambodia_2025,81326,9,8,0,0,0,44,30,-225.31581272084807,35.0
20260124,us_china_chips_2022,81326,173,43,21,0,19,157,27,-2681.526965382155,2442.0
20260124,us_china_tariffs_2025,81326,274,70,30,0,23,4678,198,-5038.779339284383,4287.0
20260125,china_japan_2025,65639,36,0,0,0,0,157,1,534.0901422298585,912.0
20260125,china_japan_seafood_2023,65639,36,0,0,0,0,157,4,534.0901422298585,912.0
20260125,india_pakistan_2025,65639,15,7,5,0,3,657,174,-149.71300950254724,55.0
20260125,israel_iran_2025,65639,105,59,21,0,23,925,183,-2908.393158555025,530.0
20260125,north_korea,65639,12,7,0,0,2,6,7,-147.20922849548634,67.0
20260125,russia_ukraine_2022,65639,365,135,26,0,65,198,117,-6085.082900176269,1954.0
20260125,south_china_sea_ph,65639,40,11,0,0,0,82,3,-500.41132314919116,411.0
20260125,taiwan_strait,65639,148,39,9,0,18,21,38,-524.8449119025977,786.0
20260125,thailand_cambodia_2025,65639,8,8,1,0,1,27,10,-172.22685209914,21.0
20260125,us_china_chips_2022,65639,106,37,21,0,9,123,15,-606.8033665238542,504.0
20260125,us_china_tariffs_2025,65639,215,59,28,0,14,3313,127,-969.8481996267558,958.0
20260126,china_japan_2025,105498,64,12,8,0,5,295,12,-900.2976853391901,752.0
20260126,china_japan_seafood_2023,105498,64,12,8,0,5,295,7,-900.2976853391901,752.0
20260126,india_pakistan_2025,105498,24,10,2,0,7,799,240,9.764072799800914,178.0
20260126,israel_iran_2025,105498,221,97,27,0,40,1330,324,-6701.688492953419,1482.0
20260126,north_korea,105498,39,9,4,0,3,14,20,-416.95481930077665,253.0
20260126,russia_ukraine_2022,105498,393,137,28,0,77,216,142,-7488.4332497112955,2592.0
20260126,south_china_sea_ph,105498,107,31,5,0,0,165,9,-1029.5745033714895,534.0
20260126,taiwan_strait,105498,199,66,18,0,34,38,57,-1983.316976148176,920.0
20260126,thailand_cambodia_2025,105498,33,23,6,0,14,63,27,-567.5851338700236,137.0
20260126,us_china_chips_2022,105498,159,69,35,0,31,249,46,-1626.2411061474318,736.0
20260126,us_china_tariffs_2025,105498,319,113,52,0,48,5414,136,-2982.3397860945843,1363.0
20260127,china_japan_2025,124580,87,6,2,0,1,304,7,-1793.3092931793437,820.0
20260127,china_japan_seafood_2023,124580,87,6,2,0,1,304,9,-1793.3092931793437,820.0
20260127,india_pakistan_2025,124580,12,5,0,0,0,766,204,-139.2059919233908,46.0
20260127,israel_iran_2025,124580,296,159,62,0,74,1328,324,-6579.850743296995,1530.0
20260127,north_korea,124580,124,82,10,0,52,72,57,-3776.977130916944,1901.0
20260127,russia_ukraine_2022,124580,399,158,24,0,90,213,154,-24964.418542467673,5771.0
20260127,south_china_sea_ph,124580,34,11,2,0,1,138,13,-278.64171118047466,138.0
20260127,taiwan_strait,124580,243,89,24,1,29,44,61,-2431.318760443093,1294.0
20260127,thailand_cambodia_2025,124580,12,2,0,0,1,56,27,-71.2270384498267,48.0
20260127,us_china_chips_2022,124580,185,44,12,0,16,227,43,-1987.1764523880029,1128.0
20260127,us_china_tariffs_2025,124580,364,103,26,1,29,6760,203,-3621.051978002449,2014.0
20260128,china_japan_2025,125899,92,18,14,0,4,321,6,161.16539324435612,638.0
20260128,china_japan_seafood_2023,125899,92,18,14,0,4,321,9,161.16539324435612,638.0
20260128,india_pakistan_2025,125899,9,3,2,0,2,681,191,-150.2944991409882,51.0
20260128,israel_iran_2025,125899,407,201,65,0,93,1076,511,-27373.008776672512,5403.0
20260128,north_korea,125899,41,29,2,0,19,54,34,-718.1403503215628,330.0
20260128,russia_ukraine_2022,125899,431,145,28,2,93,250,163,-9232.321662676619,2485.0
20260128,south_china_sea_ph,125899,32,11,0,0,0,101,5,-390.24948943977665,144.0
20260128,taiwan_strait,125899,213,48,8,0,16,35,55,-1571.0910888449298,1660.0
20260128,thailand_cambodia_2025,125899,20,12,0,0,8,77,22,-710.7493554575005,169.0
20260128,us_china_chips_2022,125899,191,47,21,3,29,243,55,-1380.0221233551063,1298.0
20260128,us_china_tariffs_2025,125899,365,82,27,3,42,7025,80,-2711.501725573449,2618.0
20260129,china_japan_2025,130029,79,17,14,0,2,383,5,-380.5434719698006,350.0
20260129,china_japan_seafood_2023,130029,79,17,14,0,2,383,8,-380.5434719698006,350.0
20260129,india_pakistan_2025,130029,6,4,0,0,0,736,211,-42.62491954007642,15.0
20260129,israel_iran_2025,130029,444,208,85,0,92,1329,612,-11004.833379537811,2326.0
20260129,north_korea,130029,7,2,0,0,0,12,7,-94.33081010583064,27.0
20260129,russia_ukraine_2022,130029,515,140,23,0,72,212,171,-7599.450689472385,2807.0
